]0;IPython: pycaffe/python2.7.12 
../../china_lenet_dp2_deploy.prototxt
../../weights/china_lenet_dp2/china_lenet_dp2_value0_iter_15000.caffemodel
 
/home/higaki/china_data/image_0/test/alp/C/0553_SN1_2.png 0
/home/higaki/china_data/image_0/test/alp/C/0761_SN1_0.png 0
/home/higaki/china_data/image_0/test/alp/C/0773_SN1_0.png 16
/home/higaki/china_data/image_0/test/alp/J/0981_SN1_0.png 29
/home/higaki/china_data/image_0/test/alp/Q/0501_SN1_1.png 0
/home/higaki/china_data/image_0/test/alp/Q/0737_SN1_0.png 0
/home/higaki/china_data/image_0/test/num/0/0509_SN1_3.png 13
/home/higaki/china_data/image_0/test/num/0/0729_SN1_3.png 13
/home/higaki/china_data/image_0/test/num/0/1101_SN1_3.png 12
/home/higaki/china_data/image_0/test/num/0/1105_SN1_3.png 8
/home/higaki/china_data/image_0/test/num/1/1057_SN1_3.png 0
/home/higaki/china_data/image_0/test/num/1/1105_SN1_4.png 19
/home/higaki/china_data/image_0/test/num/2/0773_SN1_3.png 0
/home/higaki/china_data/image_0/test/num/5/0977_SN1_2.png 6
/home/higaki/china_data/image_0/test/num/7/0549_SN1_2.png 3
/home/higaki/china_data/image_0/test/num/7/1057_SN1_2.png 0
/home/higaki/china_data/image_0/test/num/8/0433_SN1_3.png 11
/home/higaki/china_data/image_0/test/num/8/0505_SN1_2.png 11
/home/higaki/china_data/image_0/test/num/8/0509_SN1_2.png 11
/home/higaki/china_data/image_0/test/num/8/0769_SN1_6.png 11
/home/higaki/china_data/image_0/test/num/8/1145_SN1_2.png 11
